Date,Primary Delay Minutes,Reactionary Delay Minutes,Delay Minutes,Actual Mileage,Primary Delay per 100 miles,Footfall,Count of Trains/Timing Points - WTT,Planned,On Time - WTT,Within 3 - WTT,PPM,On Time WTT%,PPM%
25/06/2019,11630.00,34595.00,46225.00,1006213.00,1.16,2458519.00,393356.00,23794.00,255018.00,329827.00,20977.00,0.65,0.88
26/06/2019,10852.00,29315.00,40167.00,1017795.00,1.07,2543113.00,396567.00,23845.00,262856.00,338788.00,21622.00,0.66,0.91
27/06/2019,14084.00,31259.00,45343.00,1015189.00,1.39,2606916.00,392051.00,23788.00,246963.00,325875.00,20996.00,0.63,0.88
28/06/2019,19688.00,40636.00,60324.00,1002894.00,1.96,2543168.00,392250.00,23869.00,237935.00,312008.00,20295.00,0.61,0.85
01/07/2019,12058.00,32195.00,44253.00,1016824.00,1.19,2383367.00,393551.00,23653.00,244913.00,323254.00,20832.00,0.62,0.88
02/07/2019,11932.00,34633.00,46565.00,1014445.00,1.18,2491655.00,394720.00,23720.00,250312.00,326218.00,20877.00,0.63,0.88
03/07/2019,12596.00,34818.00,47414.00,1007454.00,1.25,2561480.00,393526.00,23719.00,247402.00,324635.00,20827.00,0.63,0.88
04/07/2019,15385.00,38010.00,53395.00,1010498.00,1.52,2633916.00,393937.00,23725.00,238880.00,317450.00,20621.00,0.61,0.87
05/07/2019,14902.00,36908.00,51810.00,1003518.00,1.48,2624496.00,391688.00,23754.00,235254.00,312719.00,20467.00,0.60,0.86
08/07/2019,12509.00,28307.00,40816.00,1018366.00,1.23,2456228.00,395754.00,23719.00,258905.00,335097.00,21262.00,0.65,0.90
09/07/2019,11852.00,34579.00,46431.00,1006414.00,1.18,2512085.00,390218.00,23770.00,245852.00,323209.00,20534.00,0.63,0.86
10/07/2019,14966.00,31796.00,46762.00,1000748.00,1.50,2573488.00,394251.00,23766.00,249162.00,327613.00,21016.00,0.63,0.88
11/07/2019,14059.00,36807.00,50866.00,1009627.00,1.39,2649413.00,394718.00,23766.00,244712.00,320788.00,20705.00,0.62,0.87
12/07/2019,12836.00,32640.00,45476.00,1017590.00,1.26,2598228.00,395458.00,23787.00,245502.00,324586.00,20946.00,0.62,0.88
15/07/2019,14445.00,34050.00,48495.00,1003668.00,1.44,2440784.00,390504.00,23752.00,244029.00,320193.00,20506.00,0.62,0.86
16/07/2019,16116.00,34186.00,50302.00,1001994.00,1.61,2570029.00,394349.00,23831.00,245940.00,325339.00,21075.00,0.62,0.88
17/07/2019,13549.00,43195.00,56744.00,1009382.00,1.34,2571844.00,390436.00,23836.00,241427.00,316558.00,20524.00,0.62,0.86
18/07/2019,14232.00,32751.00,46983.00,1011587.00,1.41,2627452.00,394985.00,23847.00,248537.00,326962.00,20901.00,0.63,0.88
19/07/2019,12445.00,30508.00,42953.00,1014414.00,1.23,2522009.00,394905.00,23880.00,247740.00,328238.00,21168.00,0.63,0.89
22/07/2019,19045.00,41438.00,60483.00,987359.00,1.93,2411362.00,385424.00,23714.00,235817.00,309915.00,20151.00,0.61,0.85
23/07/2019,25766.00,68589.00,94355.00,969503.00,2.66,2523643.00,380312.00,23793.00,198926.00,270959.00,17970.00,0.52,0.76
24/07/2019,20704.00,54391.00,75095.00,983533.00,2.11,2476953.00,384878.00,23792.00,206632.00,283524.00,18871.00,0.54,0.79
25/07/2019,46265.00,84043.00,130308.00,840757.00,5.50,2449419.00,330739.00,22447.00,156556.00,215865.00,14770.00,0.47,0.66
26/07/2019,20185.00,50260.00,70445.00,945129.00,2.14,2487210.00,369615.00,23413.00,200974.00,274045.00,18384.00,0.54,0.79
29/07/2019,18520.00,52724.00,71244.00,989360.00,1.87,2367603.00,385253.00,23629.00,216978.00,291495.00,19315.00,0.56,0.82
30/07/2019,16185.00,36766.00,52951.00,996463.00,1.62,2410560.00,389929.00,23799.00,233551.00,313439.00,20513.00,0.60,0.86
31/07/2019,15882.00,40211.00,56093.00,990636.00,1.60,2484909.00,387880.00,23806.00,240159.00,314124.00,20150.00,0.62,0.85
01/08/2019,13080.00,34670.00,47750.00,1003998.00,1.30,2548454.00,393489.00,23808.00,245118.00,322887.00,20846.00,0.62,0.88
02/08/2019,12858.00,32391.00,45249.00,997838.00,1.29,2500583.00,391124.00,23838.00,248067.00,322819.00,20958.00,0.63,0.88
05/08/2019,13031.00,30207.00,43238.00,1000697.00,1.30,2338304.00,392045.00,23738.00,251947.00,327222.00,20979.00,0.64,0.88
06/08/2019,11165.00,27354.00,38519.00,1011435.00,1.10,2425966.00,395842.00,23819.00,258792.00,335403.00,21419.00,0.65,0.90
07/08/2019,15111.00,38411.00,53522.00,999075.00,1.51,2458400.00,391218.00,23837.00,247218.00,319833.00,20467.00,0.63,0.86
08/08/2019,18780.00,34314.00,53094.00,991699.00,1.89,2581964.00,391246.00,23709.00,250617.00,324363.00,20856.00,0.64,0.88
09/08/2019,26907.00,49375.00,76282.00,957754.00,2.81,2482634.00,374739.00,23904.00,220282.00,290926.00,19040.00,0.59,0.80
12/08/2019,13087.00,32722.00,45809.00,1002168.00,1.31,2354635.00,392197.00,23670.00,248746.00,324780.00,20572.00,0.63,0.87
13/08/2019,13042.00,33148.00,46190.00,1013847.00,1.29,2489851.00,395451.00,23811.00,252124.00,328106.00,21011.00,0.64,0.88
14/08/2019,16668.00,39445.00,56113.00,1002160.00,1.66,2463730.00,390866.00,23822.00,233846.00,312685.00,20144.00,0.60,0.85
15/08/2019,12529.00,37094.00,49623.00,1010825.00,1.24,2618013.00,391218.00,23822.00,242417.00,318394.00,20492.00,0.62,0.86
16/08/2019,18919.00,42817.00,61736.00,1003562.00,1.89,2497417.00,393485.00,23880.00,238015.00,313115.00,20386.00,0.60,0.85
19/08/2019,10399.00,31277.00,41676.00,1015482.00,1.02,2354345.00,397185.00,23738.00,260041.00,335773.00,21321.00,0.65,0.90
20/08/2019,9534.00,21938.00,31472.00,1023544.00,0.93,2438140.00,399821.00,23850.00,273559.00,349501.00,22014.00,0.68,0.92
21/08/2019,13268.00,28988.00,42256.00,1016095.00,1.31,2499181.00,397305.00,23874.00,261680.00,337032.00,21498.00,0.66,0.90
22/08/2019,11825.00,33463.00,45288.00,1008220.00,1.17,2448675.00,393278.00,23869.00,250053.00,325791.00,20784.00,0.64,0.87
23/08/2019,19971.00,51532.00,71503.00,986659.00,2.02,2554955.00,384860.00,23893.00,226321.00,298474.00,19355.00,0.59,0.81
27/08/2019,15574.00,42431.00,58005.00,1007358.00,1.55,2311732.00,393062.00,23815.00,229779.00,308841.00,19939.00,0.58,0.84
28/08/2019,12838.00,34558.00,47396.00,1009253.00,1.27,2355037.00,393593.00,23823.00,243274.00,322333.00,20622.00,0.62,0.87
29/08/2019,12787.00,34021.00,46808.00,1015062.00,1.26,2456049.00,396694.00,23837.00,247493.00,326079.00,21081.00,0.62,0.88
30/08/2019,13523.00,34450.00,47973.00,978210.00,1.38,2398582.00,378308.00,23080.00,234012.00,307778.00,19753.00,0.62,0.86
02/09/2019,11556.00,29939.00,41495.00,983699.00,1.17,2263424.00,383843.00,23032.00,244719.00,319511.00,20510.00,0.64,0.89
03/09/2019,12457.00,26430.00,38887.00,1018671.00,1.22,2361670.00,398747.00,23843.00,263597.00,341882.00,21515.00,0.66,0.90
04/09/2019,11364.00,25891.00,37255.00,1023881.00,1.11,2431145.00,399925.00,23834.00,259512.00,340247.00,21587.00,0.65,0.91
05/09/2019,13267.00,29055.00,42322.00,1016872.00,1.30,2527122.00,398574.00,23848.00,257828.00,335292.00,21459.00,0.65,0.90
06/09/2019,12383.00,32048.00,44431.00,1023596.00,1.21,2466668.00,399902.00,23876.00,254154.00,332553.00,21257.00,0.64,0.89
09/09/2019,11124.00,32060.00,43184.00,1013269.00,1.10,2337189.00,396577.00,23710.00,250286.00,330130.00,20947.00,0.63,0.88
10/09/2019,10847.00,31494.00,42341.00,1016470.00,1.07,2454777.00,395374.00,23774.00,252027.00,329865.00,20898.00,0.64,0.88
11/09/2019,9980.00,29956.00,39936.00,1019052.00,0.98,2510607.00,395648.00,23779.00,252808.00,333348.00,21134.00,0.64,0.89
12/09/2019,10971.00,32781.00,43752.00,1022584.00,1.07,2582327.00,399373.00,23772.00,249054.00,330335.00,21184.00,0.62,0.89
13/09/2019,17593.00,43727.00,61320.00,1009168.00,1.74,2536231.00,393305.00,23801.00,239947.00,316261.00,20239.00,0.61,0.85
16/09/2019,13253.00,41896.00,55149.00,1016027.00,1.30,2409500.00,394250.00,23799.00,245650.00,322116.00,20573.00,0.62,0.86
17/09/2019,14609.00,45414.00,60023.00,1018180.00,1.43,2539310.00,395996.00,23860.00,235900.00,313149.00,20245.00,0.60,0.85
18/09/2019,11023.00,32496.00,43519.00,1022399.00,1.08,2555375.00,398718.00,23831.00,252435.00,332395.00,21258.00,0.63,0.89
19/09/2019,13859.00,32410.00,46269.00,1019519.00,1.36,2644613.00,396081.00,23830.00,250552.00,329262.00,21190.00,0.63,0.89
20/09/2019,13918.00,35230.00,49148.00,1014413.00,1.37,2659147.00,395596.00,23875.00,242145.00,322568.00,20801.00,0.61,0.87
23/09/2019,14577.00,38048.00,52625.00,1018317.00,1.43,2397557.00,396552.00,23778.00,238698.00,317028.00,20513.00,0.60,0.86
24/09/2019,22827.00,65291.00,88118.00,995830.00,2.29,2514593.00,386545.00,23815.00,206444.00,282426.00,18423.00,0.53,0.77
25/09/2019,13726.00,36744.00,50470.00,1016707.00,1.35,2568681.00,397336.00,23831.00,236575.00,319373.00,20559.00,0.60,0.86
26/09/2019,14769.00,41466.00,56235.00,1013834.00,1.46,2650917.00,395807.00,23833.00,231058.00,314665.00,20300.00,0.58,0.85
27/09/2019,15316.00,38172.00,53488.00,1017890.00,1.50,2606772.00,396824.00,23870.00,235127.00,317399.00,20423.00,0.59,0.86
30/09/2019,17187.00,59864.00,77051.00,999371.00,1.72,2401252.00,389196.00,23783.00,207064.00,285066.00,18561.00,0.53,0.78
01/10/2019,17726.00,45829.00,63555.00,1002458.00,1.77,2521705.00,390265.00,23822.00,218811.00,298812.00,19400.00,0.56,0.81
02/10/2019,18673.00,48293.00,66966.00,993511.00,1.88,2615413.00,385074.00,23840.00,215300.00,292397.00,19146.00,0.56,0.80
03/10/2019,14576.00,41443.00,56019.00,996364.00,1.46,2710137.00,385216.00,23838.00,222825.00,303930.00,19621.00,0.58,0.82
04/10/2019,13037.00,38089.00,51126.00,1009928.00,1.29,2647253.00,393029.00,23871.00,230977.00,311716.00,20349.00,0.59,0.85
07/10/2019,13425.00,35723.00,49148.00,1014685.00,1.32,2450495.00,396013.00,23762.00,231725.00,317238.00,20528.00,0.59,0.86
08/10/2019,13068.00,34015.00,47083.00,1019626.00,1.28,2537446.00,399251.00,23813.00,245757.00,325844.00,21032.00,0.62,0.88
09/10/2019,15379.00,39091.00,54470.00,1008081.00,1.53,2584563.00,396084.00,23814.00,238423.00,319870.00,20698.00,0.60,0.87
10/10/2019,15691.00,41633.00,57324.00,1019216.00,1.54,2687302.00,398880.00,23832.00,231162.00,312842.00,20429.00,0.58,0.86
11/10/2019,12934.00,40245.00,53179.00,1016529.00,1.27,2669976.00,395582.00,23862.00,223171.00,307885.00,20379.00,0.56,0.85
14/10/2019,13188.00,42356.00,55544.00,1010887.00,1.30,2436608.00,393617.00,23792.00,223241.00,307436.00,20176.00,0.57,0.85
15/10/2019,12308.00,32740.00,45048.00,1020404.00,1.21,2531210.00,398443.00,23853.00,245231.00,327565.00,21183.00,0.62,0.89
16/10/2019,12978.00,36869.00,49847.00,1014180.00,1.28,2610261.00,398186.00,23857.00,237399.00,321293.00,20941.00,0.60,0.88
17/10/2019,14236.00,40638.00,54874.00,998259.00,1.43,2677361.00,392605.00,23862.00,227241.00,309383.00,20422.00,0.58,0.86
18/10/2019,13664.00,39621.00,53285.00,1019983.00,1.34,2707753.00,397733.00,23902.00,225454.00,311171.00,20371.00,0.57,0.85
21/10/2019,14094.00,44511.00,58605.00,1011131.00,1.39,2439706.00,393445.00,23807.00,225829.00,306935.00,19974.00,0.57,0.84
22/10/2019,14597.00,38812.00,53409.00,1015931.00,1.44,2579020.00,397208.00,23865.00,234663.00,316728.00,20576.00,0.59,0.86
23/10/2019,12432.00,37551.00,49983.00,1009476.00,1.23,2602269.00,392851.00,23864.00,227055.00,308334.00,20242.00,0.58,0.85
24/10/2019,16180.00,47039.00,63219.00,1003850.00,1.61,2653257.00,393098.00,23873.00,217106.00,299872.00,19775.00,0.55,0.83
25/10/2019,28059.00,60471.00,88530.00,986532.00,2.84,2702284.00,387786.00,23932.00,199647.00,278605.00,18518.00,0.51,0.77
28/10/2019,20904.00,66447.00,87351.00,965214.00,2.17,2558375.00,379740.00,23770.00,189162.00,265522.00,17912.00,0.50,0.75
29/10/2019,22189.00,60535.00,82724.00,966689.00,2.30,2657652.00,380620.00,23823.00,203859.00,279215.00,18749.00,0.54,0.79
30/10/2019,17534.00,49505.00,67039.00,984043.00,1.78,2712336.00,387335.00,23852.00,212095.00,290950.00,19456.00,0.55,0.82
31/10/2019,15442.00,44927.00,60369.00,998183.00,1.55,2679553.00,391221.00,23862.00,224036.00,303609.00,19980.00,0.57,0.84
01/11/2019,20593.00,60222.00,80815.00,982769.00,2.10,2712773.00,386558.00,23909.00,199214.00,277048.00,18624.00,0.52,0.78
04/11/2019,16011.00,49492.00,65503.00,1003657.00,1.60,2437741.00,391983.00,23824.00,214162.00,295795.00,19305.00,0.55,0.81
05/11/2019,17316.00,48124.00,65440.00,1013894.00,1.71,2538659.00,397864.00,23842.00,214521.00,299325.00,19842.00,0.54,0.83
06/11/2019,18212.00,52369.00,70581.00,1000869.00,1.82,2609776.00,392722.00,23863.00,205998.00,289627.00,19292.00,0.52,0.81
07/11/2019,22362.00,56326.00,78688.00,985254.00,2.27,2723611.00,387922.00,23867.00,207459.00,286807.00,18933.00,0.53,0.79
08/11/2019,22343.00,61394.00,83737.00,983948.00,2.27,2715606.00,386272.00,23745.00,196061.00,276747.00,18449.00,0.51,0.78
11/11/2019,20765.00,64064.00,84829.00,999177.00,2.08,2490388.00,390252.00,23874.00,192574.00,271678.00,18278.00,0.49,0.77
12/11/2019,19811.00,63472.00,83283.00,1000411.00,1.98,2549748.00,392134.00,23950.00,191642.00,273950.00,18366.00,0.49,0.77
13/11/2019,16564.00,55125.00,71689.00,1007632.00,1.64,2618447.00,395207.00,23961.00,208590.00,290234.00,19346.00,0.53,0.81
14/11/2019,26166.00,81560.00,107726.00,962103.00,2.72,2781910.00,379221.00,23976.00,180921.00,256455.00,17316.00,0.48,0.72
15/11/2019,22810.00,75110.00,97920.00,980203.00,2.33,2750228.00,383610.00,23808.00,173626.00,253044.00,17182.00,0.45,0.72
18/11/2019,16504.00,49432.00,65936.00,1012132.00,1.63,2480983.00,394743.00,23862.00,213214.00,296362.00,19484.00,0.54,0.82
19/11/2019,18105.00,61232.00,79337.00,1006826.00,1.80,2560107.00,392831.00,23910.00,197095.00,279186.00,18603.00,0.50,0.78
20/11/2019,13828.00,46530.00,60358.00,1019100.00,1.36,2653931.00,397426.00,23901.00,213694.00,299693.00,19867.00,0.54,0.83
21/11/2019,17007.00,51005.00,68012.00,1014973.00,1.68,2745435.00,396460.00,23893.00,206939.00,292950.00,19484.00,0.52,0.82
22/11/2019,18605.00,52161.00,70766.00,1003313.00,1.85,2819195.00,389686.00,23931.00,202362.00,285513.00,19052.00,0.52,0.80
25/11/2019,16591.00,53468.00,70059.00,1000014.00,1.66,2503659.00,390963.00,23822.00,196372.00,281840.00,18878.00,0.50,0.79
26/11/2019,16479.00,61666.00,78145.00,1009899.00,1.63,2628184.00,393529.00,23903.00,188984.00,274734.00,18455.00,0.48,0.77
27/11/2019,18584.00,54179.00,72763.00,986322.00,1.88,2698853.00,390011.00,23871.00,200100.00,285465.00,19012.00,0.51,0.80
28/11/2019,15519.00,51088.00,66607.00,1003805.00,1.55,2832507.00,392172.00,23785.00,198654.00,285059.00,18961.00,0.51,0.80
29/11/2019,18415.00,59885.00,78300.00,994256.00,1.85,2997597.00,387282.00,23786.00,190925.00,273086.00,18064.00,0.49,0.76
02/12/2019,19232.00,58161.00,77393.00,938244.00,2.05,2535849.00,370694.00,23036.00,183762.00,261768.00,17608.00,0.50,0.76
03/12/2019,14485.00,57177.00,71662.00,968128.00,1.50,2624396.00,378833.00,23057.00,201161.00,281145.00,18671.00,0.53,0.81
04/12/2019,14322.00,46937.00,61259.00,974118.00,1.47,2684150.00,380558.00,23066.00,202450.00,284320.00,18947.00,0.53,0.82
05/12/2019,19352.00,56189.00,75541.00,956903.00,2.02,2821207.00,375280.00,23064.00,186031.00,265374.00,17794.00,0.50,0.77
06/12/2019,18774.00,58822.00,77596.00,955244.00,1.97,2849197.00,373580.00,22948.00,178410.00,258292.00,17574.00,0.48,0.77
09/12/2019,18157.00,47654.00,65811.00,954005.00,1.90,2580768.00,374865.00,22743.00,204661.00,283102.00,18649.00,0.55,0.82
10/12/2019,19917.00,61990.00,81907.00,951020.00,2.09,2665131.00,372570.00,22943.00,174934.00,255746.00,17157.00,0.47,0.75
11/12/2019,17889.00,42164.00,60053.00,960038.00,1.86,2741905.00,373998.00,22949.00,207349.00,287067.00,19031.00,0.55,0.83
12/12/2019,19371.00,51567.00,70938.00,952906.00,2.03,2773849.00,373465.00,22936.00,191848.00,273991.00,18314.00,0.51,0.80
13/12/2019,21012.00,55430.00,76442.00,951157.00,2.21,2849959.00,372248.00,23009.00,197829.00,273842.00,18336.00,0.53,0.80
16/12/2019,17657.00,49268.00,66925.00,967285.00,1.83,2539753.00,374276.00,23126.00,202970.00,279760.00,18322.00,0.54,0.79
17/12/2019,17011.00,46548.00,63559.00,970280.00,1.75,2635913.00,377893.00,23185.00,203600.00,284417.00,18802.00,0.54,0.81
18/12/2019,22066.00,59644.00,81710.00,951253.00,2.32,2663886.00,368132.00,23199.00,192050.00,267454.00,17474.00,0.52,0.75
19/12/2019,19436.00,51346.00,70782.00,961514.00,2.02,2673788.00,375135.00,23159.00,203191.00,282411.00,18468.00,0.54,0.80
20/12/2019,21751.00,56074.00,77825.00,933010.00,2.33,2678496.00,359344.00,23176.00,180544.00,254334.00,16883.00,0.50,0.73
23/12/2019,16147.00,41770.00,57917.00,963763.00,1.68,2232931.00,374912.00,23117.00,215805.00,289929.00,19011.00,0.58,0.82
24/12/2019,10756.00,19833.00,30589.00,817532.00,1.32,1350475.00,320210.00,20227.00,218190.00,276652.00,17901.00,0.68,0.89
27/12/2019,15525.00,38150.00,53675.00,764392.00,2.03,1658146.00,301202.00,19715.00,173760.00,227787.00,15618.00,0.58,0.79
30/12/2019,11174.00,26595.00,37769.00,872968.00,1.28,1913563.00,342934.00,20904.00,218595.00,284349.00,18385.00,0.64,0.88
31/12/2019,9306.00,15889.00,25195.00,834926.00,1.11,1610580.00,330088.00,20188.00,236247.00,293308.00,18458.00,0.72,0.91
02/01/2020,14973.00,32602.00,47575.00,970467.00,1.54,1989228.00,376193.00,22604.00,232796.00,307369.00,19615.00,0.62,0.87
03/01/2020,13417.00,33272.00,46689.00,1019271.00,1.32,2050390.00,396828.00,23821.00,250845.00,330314.00,20908.00,0.63,0.88
06/01/2020,14175.00,40511.00,54686.00,1029533.00,1.38,2194822.00,399564.00,24003.00,241140.00,321495.00,20561.00,0.60,0.86
07/01/2020,14073.00,36645.00,50718.00,1032609.00,1.36,2257445.00,401631.00,24067.00,245749.00,326272.00,20933.00,0.61,0.87
08/01/2020,14884.00,43298.00,58182.00,1029082.00,1.45,2312442.00,398105.00,24055.00,231344.00,311020.00,20071.00,0.58,0.83
09/01/2020,15264.00,37560.00,52824.00,1030119.00,1.48,2413375.00,400473.00,24036.00,240757.00,323527.00,20647.00,0.60,0.86
10/01/2020,14095.00,35173.00,49268.00,1032072.00,1.37,2374172.00,401840.00,24113.00,244599.00,325686.00,20821.00,0.61,0.86
13/01/2020,17382.00,46856.00,64238.00,1024481.00,1.70,2311714.00,396818.00,23998.00,221117.00,304284.00,19812.00,0.56,0.83
14/01/2020,19987.00,48581.00,68568.00,1019781.00,1.96,2433773.00,396899.00,24075.00,220685.00,302199.00,19529.00,0.56,0.81
15/01/2020,24384.00,51263.00,75647.00,1014111.00,2.40,2477830.00,394474.00,24048.00,219499.00,299742.00,19174.00,0.56,0.80
16/01/2020,17884.00,46481.00,64365.00,1011699.00,1.77,2528218.00,397707.00,24031.00,224633.00,306123.00,20059.00,0.56,0.83
17/01/2020,11925.00,36161.00,48086.00,1031613.00,1.16,2546662.00,400883.00,24109.00,243560.00,327285.00,20999.00,0.61,0.87
20/01/2020,18008.00,50138.00,68146.00,1022162.00,1.76,2418225.00,397617.00,24016.00,220665.00,301776.00,19691.00,0.56,0.82
21/01/2020,17612.00,45980.00,63592.00,1031142.00,1.71,2530821.00,401308.00,24067.00,228129.00,312605.00,20149.00,0.57,0.84
22/01/2020,14592.00,42153.00,56745.00,1030807.00,1.42,2571013.00,401874.00,24071.00,231955.00,316949.00,20354.00,0.58,0.85
23/01/2020,11910.00,36214.00,48124.00,1034154.00,1.15,2671732.00,400453.00,24077.00,238635.00,323231.00,20793.00,0.60,0.86
24/01/2020,13130.00,36673.00,49803.00,1031248.00,1.27,2606986.00,401095.00,24039.00,240378.00,325003.00,20954.00,0.60,0.87
27/01/2020,16528.00,39218.00,55746.00,1017938.00,1.62,2432807.00,395957.00,23923.00,237134.00,317724.00,20472.00,0.60,0.86
28/01/2020,18468.00,48797.00,67265.00,1011289.00,1.83,2566356.00,395295.00,23973.00,228093.00,306715.00,19919.00,0.58,0.83
29/01/2020,16366.00,39429.00,55795.00,1015500.00,1.61,2604686.00,396185.00,23916.00,235605.00,317036.00,20390.00,0.59,0.85
30/01/2020,16692.00,45686.00,62378.00,1004725.00,1.66,2634905.00,392167.00,23945.00,223869.00,303506.00,19777.00,0.57,0.83
31/01/2020,12639.00,36552.00,49191.00,1024229.00,1.23,2695251.00,400366.00,24046.00,244721.00,326806.00,21153.00,0.61,0.88
03/02/2020,13965.00,39429.00,53394.00,1022176.00,1.37,2426411.00,397777.00,23919.00,242790.00,322958.00,20575.00,0.61,0.86
04/02/2020,12408.00,39592.00,52000.00,1032405.00,1.20,2533443.00,398102.00,23985.00,236956.00,319612.00,20330.00,0.60,0.85
05/02/2020,12567.00,33045.00,45612.00,1034787.00,1.21,2597900.00,401466.00,23992.00,247192.00,328143.00,21054.00,0.62,0.88
06/02/2020,12734.00,36158.00,48892.00,1025050.00,1.24,2648353.00,395525.00,23997.00,233533.00,316122.00,20481.00,0.59,0.85
07/02/2020,14097.00,35925.00,50022.00,1032808.00,1.36,2639256.00,401711.00,24013.00,240828.00,324882.00,21104.00,0.60,0.88
10/02/2020,30611.00,66984.00,97595.00,948102.00,3.23,2405726.00,371195.00,23545.00,191386.00,261645.00,17244.00,0.52,0.73
11/02/2020,17902.00,44125.00,62027.00,1011783.00,1.77,2536533.00,393486.00,23849.00,226934.00,305032.00,19663.00,0.58,0.82
12/02/2020,14640.00,36303.00,50943.00,1028561.00,1.42,2602382.00,400457.00,23981.00,239542.00,321353.00,20850.00,0.60,0.87
13/02/2020,13581.00,37585.00,51166.00,1014532.00,1.34,2640915.00,396292.00,23982.00,238339.00,319831.00,20391.00,0.60,0.85
14/02/2020,16611.00,38734.00,55345.00,1024628.00,1.62,2622764.00,398658.00,23985.00,239172.00,319493.00,20586.00,0.60,0.86
17/02/2020,22266.00,55825.00,78091.00,974105.00,2.29,2543932.00,376449.00,23731.00,198106.00,272503.00,17890.00,0.53,0.75
18/02/2020,16308.00,49294.00,65602.00,1002285.00,1.63,2625178.00,392535.00,23804.00,216904.00,296737.00,19467.00,0.55,0.82
19/02/2020,18336.00,41195.00,59531.00,1003720.00,1.83,2721621.00,395150.00,23876.00,227504.00,310306.00,20085.00,0.58,0.84
20/02/2020,19707.00,46638.00,66345.00,997307.00,1.98,2727173.00,391414.00,23841.00,224135.00,302741.00,19653.00,0.57,0.82
21/02/2020,17407.00,40572.00,57979.00,1015234.00,1.71,2679887.00,400097.00,24054.00,237616.00,315070.00,20208.00,0.59,0.84
24/02/2020,19132.00,48000.00,67132.00,1017466.00,1.88,2427216.00,400797.00,24003.00,224317.00,305211.00,19658.00,0.56,0.82
25/02/2020,14587.00,32699.00,47286.00,1025939.00,1.42,2582904.00,403774.00,24084.00,248267.00,330015.00,21078.00,0.61,0.88
26/02/2020,18094.00,44073.00,62167.00,1022334.00,1.77,2609834.00,403334.00,24089.00,235248.00,314764.00,20223.00,0.58,0.84
27/02/2020,15817.00,35180.00,50997.00,1038760.00,1.52,2699091.00,409315.00,24072.00,241629.00,327795.00,20917.00,0.59,0.87
28/02/2020,19561.00,40733.00,60294.00,1015639.00,1.93,2670135.00,400968.00,24133.00,232084.00,315483.00,20310.00,0.58,0.84
02/03/2020,19499.00,40003.00,59502.00,1008995.00,1.93,2400442.00,399875.00,24006.00,240541.00,320329.00,20522.00,0.60,0.85
03/03/2020,14547.00,41917.00,56464.00,1028337.00,1.41,2472966.00,404527.00,24065.00,239787.00,320616.00,20419.00,0.59,0.85
04/03/2020,14925.00,36059.00,50984.00,1026884.00,1.45,2518482.00,407641.00,24065.00,247006.00,329305.00,20959.00,0.61,0.87
05/03/2020,16814.00,52278.00,69092.00,1027017.00,1.64,2558510.00,401648.00,24077.00,233582.00,314620.00,20009.00,0.58,0.83
06/03/2020,23524.00,44413.00,67937.00,1021044.00,2.30,2584700.00,400765.00,24143.00,235287.00,314551.00,19952.00,0.59,0.83
09/03/2020,18939.00,45661.00,64600.00,1001519.00,1.89,2300913.00,395122.00,23876.00,228858.00,306842.00,19568.00,0.58,0.82
10/03/2020,23915.00,46997.00,70912.00,980702.00,2.44,2356779.00,392388.00,24084.00,230811.00,306499.00,19926.00,0.59,0.83
11/03/2020,17913.00,35858.00,53771.00,1026179.00,1.75,2311536.00,402131.00,24084.00,246879.00,326912.00,20656.00,0.61,0.86
12/03/2020,14446.00,34577.00,49023.00,1026344.00,1.41,2271066.00,402872.00,24025.00,251349.00,330663.00,20920.00,0.62,0.87
13/03/2020,12604.00,27703.00,40307.00,1030619.00,1.22,2083728.00,406400.00,24144.00,269737.00,346244.00,21552.00,0.66,0.89
16/03/2020,16171.00,28068.00,44239.00,1021797.00,1.58,1577731.00,402225.00,24047.00,268482.00,342020.00,21213.00,0.67,0.88
17/03/2020,17099.00,27427.00,44526.00,998997.00,1.71,1184499.00,395492.00,24101.00,280935.00,345377.00,21472.00,0.71,0.89
18/03/2020,11095.00,20316.00,31411.00,1009375.00,1.10,930092.00,399575.00,24084.00,293762.00,357589.00,21883.00,0.74,0.91
19/03/2020,14839.00,28956.00,43795.00,974932.00,1.52,846641.00,381112.00,23369.00,268774.00,330097.00,20358.00,0.71,0.87
20/03/2020,14698.00,24849.00,39547.00,947677.00,1.55,719728.00,367692.00,22981.00,266028.00,321694.00,19658.00,0.72,0.86
23/03/2020,13797.00,9572.00,23369.00,597497.00,2.31,444308.00,245197.00,15308.00,191051.00,219858.00,13743.00,0.78,0.90
24/03/2020,12271.00,8374.00,20645.00,584756.00,2.10,288477.00,240377.00,14982.00,192915.00,219129.00,13596.00,0.80,0.91
25/03/2020,12926.00,10272.00,23198.00,584774.00,2.21,221927.00,239351.00,14844.00,192403.00,217139.00,13366.00,0.80,0.90
26/03/2020,8674.00,6385.00,15059.00,591909.00,1.47,193214.00,242005.00,14907.00,201446.00,224695.00,13968.00,0.83,0.94
27/03/2020,8529.00,5291.00,13820.00,596372.00,1.43,184345.00,244864.00,14943.00,206101.00,229415.00,14112.00,0.84,0.94
30/03/2020,6109.00,3717.00,9826.00,521583.00,1.17,155981.00,213111.00,12874.00,181446.00,201748.00,12400.00,0.85,0.96
